1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance|Thriller,1997,5
1513,Romy and Michele's High School Reunion (1997),Comedy,1997,4
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997,4
1526,Fathers' Day (1997),Comedy,1997,3
1541,Addicted to Love (1997),Comedy|Romance,1997,4
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,1997,4
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997,3
1580,Men in Black (1997),Action|Comedy|Sci-Fi,1997,3
1588,George of the Jungle (1997),Children|Comedy,1997,2
1639,Chasing Amy (1997),Comedy|Drama|Romance,1997,4
1747,Wag the Dog (1997),Comedy,1997,5
1784,As Good As It Gets (1997),Comedy|Drama|Romance,1997,5
1883,Bulworth (1998),Comedy|Drama|Romance,1998,4
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,1998,4
1914,Smoke Signals (1998),Comedy|Drama,1998,5
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,1998,4
1923,There's Something About Mary (1998),Comedy|Romance,1998,3
1967,Labyrinth (1986),Adventure|Children|Fantasy,1986,4
2011,Back to the Future Part II (1989),Action|Adventure|Comedy|Sci-Fi,1989,4
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,1990,4
2020,Dangerous Liaisons (1988),Drama|Romance,1988,5
2028,Saving Private Ryan (1998),Action|Drama|War,1998,5
2100,Splash (1984),Comedy|Fantasy|Romance,1984,4
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1984,4
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987,3
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,1985,4
2144,Sixteen Candles (1984),Comedy,1984,4
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986,4
2167,Blade (1998),Action|Horror|Thriller,1998,4
2253,Toys (1992),Action|Comedy|Fantasy,1992,5
2302,My Cousin Vinny (1992),Comedy,1992,5
2324,Life Is Beautiful (La Vita Çù bella) (1997),Comedy|Drama|Romance|War,1997,5
2325,Orgazmo (1997),Comedy,1997,4
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998,5
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1984,4
2424,You've Got Mail (1998),Comedy|Romance,1998,4
2431,Patch Adams (1998),Comedy|Drama,1998,5
2470,Crocodile Dundee (1986),Adventure|Comedy,1986,4
2496,Blast from the Past (1999),Comedy|Romance,1999,3
2500,Jawbreaker (1999),Comedy,1999,3
2502,Office Space (1999),Comedy|Crime,1999,4
2504,200 Cigarettes (1999),Comedy|Drama,1999,3
2552,My Boyfriend's Back (1993),Comedy,1993,2
2587,Life (1999),Comedy|Crime|Drama,1999,1
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1999,3
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,1999,4
2687,Tarzan (1999),Animation|Children,1999,4
2694,Big Daddy (1999),Comedy,1999,3
2699,Arachnophobia (1990),Comedy|Horror,1990,3
2706,American Pie (1999),Comedy,1999,4
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Fantasy|Sci-Fi,1984,3
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,1986,4
2797,Big (1988),Comedy|Drama|Fantasy|Romance,1988,4
2822,Medicine Man (1992),Adventure|Romance,1992,4
2841,Stir of Echoes (1999),Thriller,1999,4
2858,American Beauty (1999),Drama,1999,4
2918,Ferris Bueller's Day Off (1986),Comedy,1986,4
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,1992,1
2959,Fight Club (1999),Action|Crime|Drama|Thriller,1999,5
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,1999,5
3033,Spaceballs (1987),Comedy|Sci-Fi,1987,3
3037,Little Big Man (1970),Adventure|Comedy|Drama|Western,1970,4
3039,Trading Places (1983),Comedy,1983,4
3052,Dogma (1999),Adventure|Comedy|Fantasy,1999,5
3087,Scrooged (1988),Comedy|Fantasy|Romance,1988,4
3,Grumpier Old Men (1995),Comedy|Romance,1995,3
4,Waiting to Exhale (1995),Comedy|Drama|Romance,1995,4
5,Father of the Bride Part II (1995),Comedy,1995,4
19,Ace Ventura: When Nature Calls (1995),Comedy,1995,3
24,Powder (1995),Drama|Sci-Fi,1995,5
34,Babe (1995),Children|Comedy|Drama|Fantasy,1995,3
38,It Takes Two (1995),Comedy,1995,4
39,Clueless (1995),Comedy|Romance,1995,5
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,5
65,Bio-Dome (1996),Comedy,1996,5
104,Happy Gilmore (1996),Comedy,1996,5
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,2
216,Billy Madison (1995),Comedy,1995,5
231,Dumb & Dumber (1994),Comedy,1994,4
267,Major Payne (1995),Comedy,1995,3
274,Man of the House (1995),Comedy,1995,3
276,Milk Money (1994),Comedy|Romance,1994,5
333,Tommy Boy (1995),Comedy,1995,4
339,While You Were Sleeping (1995),Comedy|Romance,1995,4
344,Ace Ventura: Pet Detective (1994),Comedy,1994,4
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,5
374,Richie Rich (1994),Children|Comedy,1994,3
486,Life with Mikey (1993),Comedy,1993,4
500,Mrs. Doubtfire (1993),Comedy|Drama,1993,3
520,Robin Hood: Men in Tights (1993),Comedy,1993,3
532,Serial Mom (1994),Comedy|Crime|Horror,1994,4
542,Son in Law (1993),Comedy,1993,5
550,Threesome (1994),Comedy|Romance,1994,5
562,Welcome to the Dollhouse (1995),Comedy|Drama,1995,5
569,Little Big League (1994),Comedy|Drama,1994,4
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,1990,3
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,1992,5
597,Pretty Woman (1990),Comedy|Romance,1990,5
637,Sgt. Bilko (1996),Comedy,1996,3
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,3
700,Angus (1995),Comedy,1995,4
840,House Arrest (1996),Children|Comedy,1996,5
881,First Kid (1996),Children|Comedy,1996,3
1005,D3: The Mighty Ducks (1996),Children|Comedy,1996,4
1021,Angels in the Outfield (1994),Children|Comedy,1994,4
1042,That Thing You Do! (1996),Comedy|Drama,1996,4
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy,1996,4
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,1982,3
1105,Children of the Corn IV: The Gathering (1996),Horror,1996,4
1126,Drop Dead Fred (1991),Comedy|Fantasy,1991,3
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,1980,2
1219,Psycho (1960),Horror|Thriller,1960,1
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,1993,3
1320,Alien¶ü (1992),Action|Horror|Sci-Fi|Thriller,1992,3
1330,April Fool's Day (1986),Horror,1986,5
1342,Candyman (1992),Horror|Thriller,1992,3
1359,Jingle All the Way (1996),Adventure|Children|Comedy,1996,3
1377,Batman Returns (1992),Action|Crime|Fantasy|Mystery|Romance|Thriller,1992,3
1388,Jaws 2 (1978),Action|Horror|Thriller,1978,3
1407,Scream (1996),Comedy|Horror|Thriller,1996,5
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,1996,3
1445,McHale's Navy (1997),Comedy|War,1997,4
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,1997,3
1485,Liar Liar (1997),Comedy,1997,5
1513,Romy and Michele's High School Reunion (1997),Comedy,1997,4
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1997,5
1569,My Best Friend's Wedding (1997),Comedy|Romance,1997,5
1580,Men in Black (1997),Action|Comedy|Sci-Fi,1997,5
1614,In & Out (1997),Comedy,1997,5
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,1997,5
1703,For Richer or Poorer (1997),Comedy,1997,4
1707,Home Alone 3 (1997),Children|Comedy,1997,3
1717,Scream 2 (1997),Comedy|Horror|Thriller,1997,5
1753,Half Baked (1998),Comedy,1998,5
1760,Spice World (1997),Comedy|Musical,1997,2
1855,Krippendorf's Tribe (1998),Comedy,1998,4
1911,Dr. Dolittle (1998),Comedy,1998,2
1914,Smoke Signals (1998),Comedy|Drama,1998,3
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,1986,3
1982,Halloween (1978),Horror,1978,2
1985,Halloween 4: The Return of Michael Myers (1988),Horror,1988,3
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,1990,3
2026,Disturbing Behavior (1998),Horror|Thriller,1998,5
2036,Blank Check (1994),Children|Comedy,1994,3
2042,D2: The Mighty Ducks (1994),Children|Comedy,1994,4
2052,Hocus Pocus (1993),Children|Comedy,1993,5
2107,Halloween H20: 20 Years Later (1998),Horror|Thriller,1998,4
2122,Children of the Corn (1984),Horror|Thriller,1984,4
2169,Dead Man on Campus (1998),Comedy,1998,5
2253,Toys (1992),Action|Comedy|Fantasy,1992,3
2279,Urban Legend (1998),Horror|Thriller,1998,5
2302,My Cousin Vinny (1992),Comedy,1992,4
2315,Bride of Chucky (1998),Comedy|Horror|Thriller,1998,5
2321,Pleasantville (1998),Comedy|Drama|Fantasy,1998,5
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998,5
2385,Home Fries (1998),Comedy|Romance,1998,5
2389,Psycho (1998),Crime|Horror|Thriller,1998,1
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998,4
2431,Patch Adams (1998),Comedy|Drama,1998,5
2447,Varsity Blues (1999),Comedy|Drama,1999,5
2485,She's All That (1999),Comedy|Romance,1999,5
2496,Blast from the Past (1999),Comedy|Romance,1999,4
2500,Jawbreaker (1999),Comedy,1999,5
2502,Office Space (1999),Comedy|Crime,1999,5
2513,Pet Sematary (1989),Horror,1989,4
2516,Children of the Corn III (1994),Horror,1994,4
2541,Cruel Intentions (1999),Drama,1999,5
2555,Baby Geniuses (1999),Comedy,1999,3
2558,Forces of Nature (1999),Comedy|Romance,1999,5
2572,10 Things I Hate About You (1999),Comedy|Romance,1999,5
2581,Never Been Kissed (1999),Comedy|Romance,1999,5
2605,Entrapment (1999),Crime|Thriller,1999,4
2671,Notting Hill (1999),Comedy|Romance,1999,5
2676,Instinct (1999),Drama|Thriller,1999,5
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,1999,5
2694,Big Daddy (1999),Comedy,1999,5
2699,Arachnophobia (1990),Comedy|Horror,1990,4
2701,Wild Wild West (1999),Action|Adventure|Comedy|Fantasy|Sci-Fi|Western,1999,3
2702,Summer of Sam (1999),Drama,1999,3
2706,American Pie (1999),Comedy,1999,5
2713,Lake Placid (1999),Horror|Thriller,1999,4
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Fantasy|Sci-Fi,1984,5
2717,Ghostbusters II (1989),Action|Comedy|Fantasy|Horror|Sci-Fi,1989,4
2722,Deep Blue Sea (1999),Action|Sci-Fi|Thriller,1999,4
2724,Runaway Bride (1999),Comedy|Romance,1999,5
2759,Dick (1999),Comedy,1999,5
2770,Bowfinger (1999),Comedy,1999,4
2771,Brokedown Palace (1999),Drama,1999,4
2772,Detroit Rock City (1999),Comedy,1999,5
2798,Problem Child (1990),Comedy,1990,4
2799,Problem Child 2 (1991),Comedy,1991,5
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,1999,4
2840,Stigmata (1999),Drama|Thriller,1999,5
2841,Stir of Echoes (1999),Thriller,1999,5
2858,American Beauty (1999),Drama,1999,5
2881,Double Jeopardy (1999),Action|Thriller,1999,5
2888,Drive Me Crazy (1999),Comedy|Romance,1999,5
2902,Psycho II (1983),Horror|Mystery|Thriller,1983,1
2907,Superstar (1999),Comedy,1999,4
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,1992,2
2977,Crazy in Alabama (1999),Comedy|Drama,1999,5
2995,House on Haunted Hill (1999),Horror|Thriller,1999,3
3043,Meatballs 4 (1992),Comedy,1992,4
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,1999,5
3247,Sister Act (1992),Comedy|Crime|Musical,1992,3
3248,Sister Act 2: Back in the Habit (1993),Comedy,1993,3
3253,Wayne's World (1992),Comedy,1992,4
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,1992,5
3409,Final Destination (2000),Drama|Thriller,2000,4
3450,Grumpy Old Men (1993),Comedy,1993,3
3578,Gladiator (2000),Action|Adventure|Drama,2000,5
2,Jumanji (1995),Adventure|Children|Fantasy,1995,2
32,12 Monkeys (Twelve Monkeys) (1995),Sci-Fi|Thriller,1995,4
43,Restoration (1995),Drama,1995,3
110,Braveheart (1995),Action|Drama|War,1995,5
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,3
260,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi,1977,5
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,2
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993,4
541,Blade Runner (1982),Adventure|Drama|Film-Noir|Sci-Fi|Thriller,1982,4
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,1991,3
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981,3
674,Barbarella (1968),Adventure|Sci-Fi,1968,2
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|War,1996,3
912,Casablanca (1942),Drama|Romance,1942,5
924,2001: A Space Odyssey (1968),Adventure|Sci-Fi,1968,5
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,4
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,1975,3
